planet_name,planet_status,orbital_period,semi_major_axis,star_name,mag_v,star_teff,star_distance,luminosity
Kepler-152 c,Confirmed,88.255055,0.356,Kepler-152,14.41,5050,441.09,0.286453692
Kepler-1530 b,Confirmed,2.5904434,23.20727704,Kepler-1530,14.22,5338.57,489.876,0.420893604
Kepler-1530 c,Confirmed,5.3227406,23.20727704,Kepler-1530,14.22,5338.57,489.876,0.420893604
Kepler-1530 d,Confirmed,9.20761013,0.0865,Kepler-1530,14.22,5338.57,489.876,0.420893604
Kepler-153 b,Confirmed,18.870227,0.129,Kepler-153,10.81796395,5404,465.53,8.72388171
Kepler-153 c,Confirmed,46.90232,0.237,Kepler-153,10.81796395,5404,465.53,8.72388171
Kepler-1542 b,Confirmed,3.95116882,23.20727704,Kepler-1542,10.81796395,5564,336,4.544571874
Kepler-1542 c,Confirmed,2.89223021,23.20727704,Kepler-1542,10.81796395,5564,336,4.544571874
Kepler-1542 d,Confirmed,5.99273738,23.20727704,Kepler-1542,10.81796395,5564,336,4.544571874
Kepler-1542 e,Confirmed,5.10115756,23.20727704,Kepler-1542,10.81796395,5564,336,4.544571874
Kepler-154 b,Confirmed,33.040532,0.198,Kepler-154,10.81796395,5690,939.89,35.56055082
Kepler-154 c,Confirmed,62.303276,0.303,Kepler-154,10.81796395,5690,939.89,35.56055082
Kepler-154 d,Confirmed,20.54981883,23.20727704,Kepler-154,10.81796395,5690,939.89,35.56055082
Kepler-154 e,Confirmed,3.93276465,23.20727704,Kepler-154,10.81796395,5690,939.89,35.56055082
Kepler-154 f,Confirmed,9.91935684,23.20727704,Kepler-154,10.81796395,5690,939.89,35.56055082
Kepler-154 g,Confirmed,1250,23.20727704,Kepler-154,10.81796395,5690,939.89,35.56055082
Kepler-155 b,Confirmed,5.931194,0.056,Kepler-155,10.81796395,4508,295.99,3.526699847
Kepler-155 c,Confirmed,52.661793,0.242,Kepler-155,10.81796395,4508,295.99,3.526699847
Kepler-156 b,Confirmed,4.973456,0.054,Kepler-156,10.81796395,5094,449.22,8.1233018
Kepler-156 c,Confirmed,15.906801,0.117,Kepler-156,10.81796395,5094,449.22,8.1233018
Kepler-157 b,Confirmed,1.732342,0.028,Kepler-157,10.81796395,5774,791.27,25.20367218
Kepler-157 c,Confirmed,13.5405,0.11,Kepler-157,10.81796395,5774,791.27,25.20367218
Kepler-157 d,Confirmed,7.02573474,23.20727704,Kepler-157,10.81796395,5774,791.27,25.20367218
Kepler-158 b,Confirmed,16.709184,0.111,Kepler-158,10.81796395,4628,315.177,3.998742664
Kepler-158 c,Confirmed,28.551383,0.158,Kepler-158,10.81796395,4628,315.177,3.998742664
Kepler-158 d,Confirmed,0.645088,0.0124,Kepler-158,10.81796395,4628,315.177,3.998742664
Kepler-159 b,Confirmed,10.139623,0.082,Kepler-159,10.81796395,4625,377.79,5.745334749
Kepler-159 c,Confirmed,43.595792,0.218,Kepler-159,10.81796395,4625,377.79,5.745334749
Kepler-1600 b,Confirmed,386.370548,23.20727704,Kepler-1600,10.81796395,5102,1030.81,42.77319263
Kepler-1600 c,Confirmed,7.298049927,0.0689,Kepler-1600,10.81796395,5102,1030.81,42.77319263
Kepler-160 b,Confirmed,4.309397,0.05511,Kepler-160,10.81796395,5471,962.92,37.32457196
Kepler-160 c,Confirmed,13.699429,0.1192,Kepler-160,10.81796395,5471,962.92,37.32457196
Kepler-160 d,Confirmed,30,0.17,Kepler-160,10.81796395,5471,962.92,37.32457196
Kepler-1610 b,Confirmed,8.70181574,23.20727704,Kepler-1610,10.81796395,5383,1063,45.48633553
Kepler-1610 c,Confirmed,44.98529816,0.2323,Kepler-1610,10.81796395,5383,1063,45.48633553
Kepler-161 b,Confirmed,4.921355,0.054,Kepler-161,14.4,4992,434.632,0.280700636
Kepler-161 c,Confirmed,7.06424,0.068,Kepler-161,14.4,4992,434.632,0.280700636
Kepler-162 b,Confirmed,6.919798,0.069,Kepler-162,14.35,5743,855.641,1.139155925
Kepler-162 c,Confirmed,19.446355,0.137,Kepler-162,14.35,5743,855.641,1.139155925
Kepler-163 b,Confirmed,7.810937,0.078,Kepler-163,14.46,5410.9,689.814,0.669058371
Kepler-163 c,Confirmed,21.347262,0.152,Kepler-163,14.46,5410.9,689.814,0.669058371
Kepler-1641 b,Confirmed,19.672266,23.20727704,Kepler-1641,10.81796395,6152,961,37.1758748
Kepler-1641 c,Confirmed,32.657212,23.20727704,Kepler-1641,10.81796395,6152,961,37.1758748
Kepler-1642 b,Confirmed,12.2057513,23.20727704,Kepler-1642,10.81796395,5355,447,8.043211111
Kepler-1642 c,Confirmed,6.6513802,23.20727704,Kepler-1642,10.81796395,5355,447,8.043211111
Kepler-1649 b,Confirmed,8.689099,0.0514,Kepler-1649,10.81796395,3240,92.43,0.343906455
Kepler-1649 c,Confirmed,19.53527,23.20727704,Kepler-1649,10.81796395,3240,92.43,0.343906455
Kepler-164 b,Confirmed,5.03503,0.058,Kepler-164,10.81796395,5888,914.18,33.64169376
Kepler-164 c,Confirmed,10.945723,0.097,Kepler-164,10.81796395,5888,914.18,33.64169376
Kepler-164 d,Confirmed,28.986769,0.187,Kepler-164,10.81796395,5888,914.18,33.64169376
Kepler-1656 b,Confirmed,31.562,0.1974,Kepler-1656,11.6,5731,186.88,0.684109546
Kepler-1656 c,Confirmed,1919,3.053,Kepler-1656,11.6,5731,186.88,0.684109546
Kepler-1659 b,Confirmed,13.6088,0.112293,Kepler-1659,10.81796395,5370,1168.99,55.00928672
Kepler-1659 c,Confirmed,20.4415,0.14728,Kepler-1659,10.81796395,5370,1168.99,55.00928672
Kepler-165 b,Confirmed,8.180848,0.072,Kepler-165,15.05,5155,560.885,0.256890268
Kepler-165 c,Confirmed,15.31299,0.11,Kepler-165,15.05,5155,560.885,0.256890268
Kepler-1662 b,Confirmed,134.4786723,0.5187,Kepler-1662,10.81796395,5922,887.81,31.72886132
Kepler-1662 c,Confirmed,284.060953,0.8539,Kepler-1662,10.81796395,5922,887.81,31.72886132
Kepler-1666 b,Confirmed,25.8476,0.1761,Kepler-1666,10.81796395,5818.75,1434.42,82.82607579
Kepler-1666 c,Confirmed,40.7157,0.2383,Kepler-1666,10.81796395,5818.75,1434.42,82.82607579
Kepler-1669 b,Confirmed,9.51216,0.0729,Kepler-1669,16.473,4303,543.444,0.065029377
Kepler-1669 c,Confirmed,1.609320045,0.0223,Kepler-1669,16.473,4303,543.444,0.065029377
Kepler-1669 d,Confirmed,4.729469776,0.0468,Kepler-1669,16.473,4303,543.444,0.065029377
Kepler-166 b,Confirmed,7.650254,0.072,Kepler-166,10.81796395,5413,614.16,15.18369519
Kepler-166 c,Confirmed,34.260281,0.195,Kepler-166,10.81796395,5413,614.16,15.18369519
Kepler-166 d,Confirmed,1.55400393,23.20727704,Kepler-166,10.81796395,5413,614.16,15.18369519
Kepler-167 Ab,Confirmed,4.3931539,0.04825,Kepler-167 A,14.28,4884,330,0.180729014
Kepler-167 Ac,Confirmed,7.406106,0.0684,Kepler-167 A,14.28,4884,330,0.180729014
Kepler-167 Ad,Confirmed,21.80379,0.1404,Kepler-167 A,14.28,4884,330,0.180729014
Kepler-167 Ae,Confirmed,1071.23205,1.883,Kepler-167 A,14.28,4884,330,0.180729014
Kepler-168 b,Confirmed,4.425391,0.056,Kepler-168,10.81796395,6282,1396,78.44861095
Kepler-168 c,Confirmed,13.193242,0.116,Kepler-168,10.81796395,6282,1396,78.44861095
Kepler-1693 b,Confirmed,12.0999,0.1015,Kepler-1693,10.81796395,5432.34,760.065,23.25497571
Kepler-1693 c,Confirmed,5.363709927,0.0588,Kepler-1693,10.81796395,5432.34,760.065,23.25497571
Kepler-169 b,Confirmed,3.250619,0.04,Kepler-169,10.81796395,4997,411.34,6.811085139
Kepler-169 c,Confirmed,6.195469,0.062,Kepler-169,10.81796395,4997,411.34,6.811085139
Kepler-169 d,Confirmed,8.348125,0.075,Kepler-169,10.81796395,4997,411.34,6.811085139
Kepler-169 e,Confirmed,13.767102,0.105,Kepler-169,10.81796395,4997,411.34,6.811085139
Kepler-169 f,Confirmed,87.090195,0.359,Kepler-169,10.81796395,4997,411.34,6.811085139
Kepler-1703 b,Confirmed,21.1876185,0.1462,Kepler-1703,10.81796395,6001,887.064,31.67556211
Kepler-1703 c,Confirmed,31.8245304,0.1911,Kepler-1703,10.81796395,6001,887.064,31.67556211
Kepler-1705 b,Confirmed,9.03502,0.08,Kepler-1705,10.81796395,5775,479.7811606,9.266181505
Kepler-1705 c,Confirmed,11.28,0.0416,Kepler-1705,10.81796395,5775,479.7811606,9.266181505
Kepler-170 b,Confirmed,7.930592,0.08,Kepler-170,10.81796395,5679,754.64,22.92419344
Kepler-170 c,Confirmed,16.665863,0.131,Kepler-170,10.81796395,5679,754.64,22.92419344
Kepler-171 b,Confirmed,4.166972,0.05,Kepler-171,10.81796395,5642,885.43,31.55897481
Kepler-171 c,Confirmed,11.463462,0.098,Kepler-171,10.81796395,5642,885.43,31.55897481
Kepler-171 d,Confirmed,39.595519,0.223,Kepler-171,10.81796395,5642,885.43,31.55897481
Kepler-172 b,Confirmed,2.940309,0.04,Kepler-172,10.81796395,5526,848.56,28.9854157
Kepler-172 c,Confirmed,6.388996,0.068,Kepler-172,10.81796395,5526,848.56,28.9854157
Kepler-172 d,Confirmed,14.627119,0.118,Kepler-172,10.81796395,5526,848.56,28.9854157
Kepler-172 e,Confirmed,35.118736,0.211,Kepler-172,10.81796395,5526,848.56,28.9854157
Kepler-173 b,Confirmed,4.263742,0.048,Kepler-173,10.81796395,6031,853.39,29.31632452
Kepler-173 c,Confirmed,8.005777,0.074,Kepler-173,10.81796395,6031,853.39,29.31632452
Kepler-174 b,Confirmed,13.98179,0.1,Kepler-174,10.81796395,4880,389.07,6.09354344
Kepler-174 c,Confirmed,44.000529,0.214,Kepler-174,10.81796395,4880,389.07,6.09354344
Kepler-174 d,Confirmed,247.35373,0.677,Kepler-174,10.81796395,4880,389.07,6.09354344
Kepler-175 b,Confirmed,11.903515,0.105,Kepler-175,10.81796395,6064,1363.39,74.8263619
Kepler-175 c,Confirmed,34.035257,0.213,Kepler-175,10.81796395,6064,1363.39,74.8263619
Kepler-176 b,Confirmed,5.433074,0.058,Kepler-176,10.81796395,5232,535.4,11.53907923
Kepler-176 c,Confirmed,12.759712,0.102,Kepler-176,10.81796395,5232,535.4,11.53907923
Kepler-176 d,Confirmed,25.751974,0.163,Kepler-176,10.81796395,5232,535.4,11.53907923
Kepler-176 e,Confirmed,51.16579,23.20727704,Kepler-176,10.81796395,5232,535.4,11.53907923
Kepler-177 b,Confirmed,35.8601,23.20727704,Kepler-177,15,5732,1497.42,1.917287579
Kepler-177 c,Confirmed,49.40926,23.20727704,Kepler-177,15,5732,1497.42,1.917287579
Kepler-178 b,Confirmed,9.576694,0.085,Kepler-178,10.81796395,5676,731.04,21.51278828
Kepler-178 c,Confirmed,20.552802,0.142,Kepler-178,10.81796395,5676,731.04,21.51278828
Kepler-178 d,Confirmed,96.678988,0.397,Kepler-178,10.81796395,5676,731.04,21.51278828
Kepler-179 b,Confirmed,2.735926,0.036,Kepler-179,10.81796395,5302,616.39,15.29415863
Kepler-179 c,Confirmed,6.40013,0.064,Kepler-179,10.81796395,5302,616.39,15.29415863
Kepler-1801 b,Confirmed,10.44089985,0.0915,Kepler-1801,15.28,5455,839.332,0.465444135
Kepler-1801 c,Confirmed,116.5849991,0.4572,Kepler-1801,15.28,5455,839.332,0.465444135
Kepler-1802 Bb,Confirmed,7.72515184,0.0653,Kepler-1802 B,15.905,4245,427.78,0.06798936
Kepler-1802 Bc,Confirmed,33.1364259,0.1723,Kepler-1802 B,15.905,4245,427.78,0.06798936
Kepler-180 b,Confirmed,13.817124,0.109,Kepler-180,10.81796395,5731,709.83,20.28257647
Kepler-180 c,Confirmed,41.885775,0.229,Kepler-180,10.81796395,5731,709.83,20.28257647
Kepler-1814 b,Confirmed,2.935359955,0.0371,Kepler-1814,15.814,4761,726.346,0.213150865
